Order_ID,Product_ID,Product_Line,Product_Category,Product_Group,Product_Name,Supplier_ID,Supplier_Name,Customer_ID,Customer_Name,Customer_Country,Customer_Gender,Customer_Age_Group,Customer_Age,Customer_Group,Customer_Type,Order_Type,Order_Date,Delivery_Date,Quantity,Total_Retail_Price,Profit,Days_To_Deliver
1231762786,240800200003,Sports,Winter Sports,Winter Sports,Massif Cut X Super 9.9 Ski Parcel,13199,Massif S.A.,197,Rayn Svitanek,US,M,15-30 years,28,Orion Club Gold members,Gold high activity,1,17NOV2015,17NOV2015,1,101.88,61.13,0
1230161915,240500100027,Sports,Running - Jogging,Jogging,"Men's Sweatshirt Round Neck, Big Logo",3298,A Team Sports,209,Folco Perot,IT,M,46-60 years,53,Orion Club Gold members,Gold medium activity,1,30JAN2015,30JAN2015,1,45.50,25.30,0
1233710739,220100100498,Clothes & Shoes,Clothes,Eclipse Clothing,Woman's Brand Tee,1303,Eclipse Inc,221,Bernhard Klass,DE,M,15-30 years,23,Orion Club members,Club high activity,1,14SEP2016,14SEP2016,1,34.10,16.95,0
1240741828,210201000183,Children,Children Sports,Tracker Kid's Clothes,Kola Children's Shoes,2963,3Top Sports,239,Mark Pickersgill,GB,M,15-30 years,23,Orion Club Gold members,Gold high activity,1,24NOV2018,24NOV2018,1,36.70,19.95,0
1243686741,240700100006,Sports,Team Sports,American Football,Football - Helmet L,3298,A Team Sports,300,Brigitt Widgeon,US,F,15-30 years,19,Orion Club Gold members,Gold high activity,1,20OCT2019,20OCT2019,1,23.50,14.00,0
1235162536,220200100182,Clothes & Shoes,Shoes,Eclipse Shoes,Woman's Air Define Mid Gym,1303,Eclipse Inc,305,Kathy Treinis,US,F,31-45 years,38,Orion Club Gold members,Gold medium activity,1,13MAR2017,13MAR2017,2,259.40,129.50,0
1230515788,220100100523,Clothes & Shoes,Clothes,Eclipse Clothing,Woman's Dri-Fit Scoop Neck Bra,1303,Eclipse Inc,327,Dayton Rienzi,US,M,31-45 years,38,Orion Club Gold members,Gold high activity,1,04APR2015,04APR2015,1,29.40,14.60,0
1243773022,240200100254,Sports,Golf,Golf,Ws.m Winter Gloves,2995,Van Dammeren International,351,Federico Gayo,ES,F,46-60 years,53,Orion Club Gold members,Gold high activity,1,30OCT2019,30OCT2019,1,27.60,15.25,0
1240006256,210200300053,Children,Children Sports,"Eclipse, Kid's Clothes",Tony's Eden Soft Nylon Pants,1303,Eclipse Inc,357,Constanze Miller,DE,F,15-30 years,23,Orion Club Gold members,Gold high activity,1,25AUG2018,25AUG2018,2,84.80,42.20,0
1244082667,240300100032,Sports,Indoor Sports,Fitness,Letour Trimag Bike,16542,TrimSport B.V.,357,Constanze Miller,DE,F,15-30 years,23,Orion Club Gold members,Gold high activity,1,03DEC2019,03DEC2019,4,2521.60,1261.00,0
1230890326,240200200091,Sports,Golf,Golf Clothes,Wind Proof Windstopper Merino/Acryl,10225,HighPoint Trading,424,Helga Boxall,GB,F,15-30 years,19,Orion Club members,Club low activity,1,12JUN2015,12JUN2015,4,704.40,422.40,0
1239230538,240600100043,Sports,Swim Sports,Bathing Suits,Black Silicone Swim Cap,6153,Nautlius SportsWear Inc,434,Valentín Álvarez Sanz,ES,M,46-60 years,53,Orion Club Gold members,Gold low activity,1,19MAY2018,24MAY2018,2,13.40,8.00,5
1243420598,230100500022,Outdoors,Outdoors,Outdoor Gear,Polyester 4-Persons,316,Prime Sports Ltd,446,Willy Clucts,BE,M,61-75 years,63,Orion Club Gold members,Gold medium activity,1,21SEP2019,21SEP2019,1,150.10,86.00,0
1240189098,220200100182,Clothes & Shoes,Shoes,Eclipse Shoes,Woman's Air Define Mid Gym,1303,Eclipse Inc,494,Keenan García Guerrero,ES,M,46-60 years,53,Orion Club Gold members,Gold medium activity,1,17SEP2018,17SEP2018,2,259.40,129.50,0
1239291038,240100100552,Sports,Assorted Sports Articles,Assorted Sports articles,Brt Anorak,4742,Luna sastreria S.A.,560,Walter Didsbury,US,M,31-45 years,38,Orion Club Gold members,Gold high activity,1,26MAY2018,26MAY2018,1,182.90,105.10,0
1235679021,220101400326,Clothes & Shoes,Clothes,Tracker Clothes,Sports Bra,2963,3Top Sports,563,James Hunn,US,M,15-30 years,28,Orion Club Gold members,Gold medium activity,1,03MAY2017,03MAY2017,3,97.50,53.10,0
1239104893,210200900016,Children,Children Sports,"Osprey, Kids",Osprey Cat T-Shirt 100% Cotton,3664,Triple Sportswear Inc,566,Jeanmarie Belculfine,US,F,46-60 years,58,Orion Club members,Club high activity,1,03MAY2018,03MAY2018,1,13.90,7.35,0
1237325913,240800100053,Sports,Winter Sports,Ski Dress,Massif Men's Monitor Bomber Jacket,13199,Massif S.A.,599,Luigi Cerrioli,IT,M,46-60 years,48,Orion Club members,Club low activity,1,13OCT2017,13OCT2017,1,266.70,159.95,0
1240766328,240500200080,Sports,Running - Jogging,Running Clothes,Force Men's Running Vest,5922,Force Sports,606,Khaula Bain,US,F,15-30 years,21,Orion Club Gold members,Gold high activity,1,27NOV2018,27NOV2018,1,58.20,34.00,0
1231958984,210200900016,Children,Children Sports,"Osprey, Kids",Osprey Cat T-Shirt 100% Cotton,3664,Triple Sportswear Inc,624,Harald Laufenberg,DE,M,46-60 years,48,Orion Club Gold members,Gold medium activity,1,23DEC2015,23DEC2015,2,27.80,14.70,0
1230782332,220200100099,Clothes & Shoes,Shoes,Eclipse Shoes,Big Guy Men's Air Tuned Sirocco Shoes,1303,Eclipse Inc,659,Audrey Hilbourne,GB,F,31-45 years,43,Orion Club Gold members,Gold high activity,1,23MAY2015,23MAY2015,1,157.80,78.80,0
1230782332,220200200070,Clothes & Shoes,Shoes,Shoes,Twain Men's Exit Iii Mid Cd X-Hiking Shoes,13198,Twain Inc,659,Audrey Hilbourne,GB,F,31-45 years,43,Orion Club Gold members,Gold high activity,1,23MAY2015,23MAY2015,1,120.30,65.55,0
1238640669,230100500018,Outdoors,Outdoors,Outdoor Gear,Plastic Plug 19.5 cm A`10,316,Prime Sports Ltd,691,Werner Klausmann,DE,M,31-45 years,43,Orion Club Gold members,Gold low activity,1,07MAR2018,07MAR2018,1,1.40,0.80,0
1237181565,240100100175,Sports,Assorted Sports Articles,Assorted Sports articles,Bag Chequered Bag for 3 Balls,4514,Royal Darts Ltd,759,Anna Rømer Jans,DK,F,46-60 years,58,Orion Club Gold members,Gold medium activity,1,29SEP2017,29SEP2017,2,27.80,15.20,0
1238502720,230100600022,Outdoors,Outdoors,Sleepingbags,"Expedition10,Medium,Right,Blue Ribbon",755,Top Sports,780,Carmen Fiorella d'Agata,IT,F,61-75 years,63,Orion Club Gold members,Gold low activity,1,17FEB2018,20FEB2018,1,84.10,41.95,3
1231055998,220100100102,Clothes & Shoes,Clothes,Eclipse Clothing,Big Guy Men's Classic Sock Size Ii Football,1303,Eclipse Inc,788,Beulah Spears,US,F,15-30 years,21,Orion Club members,Club high activity,1,12JUL2015,24JUL2015,2,25.80,12.70,12
1241621405,240500200093,Sports,Running - Jogging,Running Clothes,Maxrun Running Tights,5922,Force Sports,863,Manuela Gianolio,IT,F,31-45 years,43,Orion Club members,Club high activity,1,06MAR2019,06MAR2019,2,83.40,43.90,0
1239342024,240600100107,Sports,Swim Sports,Bathing Suits,Sunfit Madly Swim Suit,6153,Nautlius SportsWear Inc,869,Nassira Dieudonne,FR,F,15-30 years,23,Orion Club Gold members,Gold medium activity,1,02JUN2018,02JUN2018,4,105.60,58.40,0
1243595455,230100300023,Outdoors,Outdoors,Gloves & Mittens,Scania Unisex Gloves,6355,Svensson Trading AB,880,J.C. Oudshoorn,NL,F,15-30 years,23,Orion Club Gold members,Gold high activity,1,10OCT2019,10OCT2019,1,36.00,21.00,0
1238461754,240600100200,Sports,Swim Sports,Bathing Suits,Tina Women's Brief,4742,Luna sastreria S.A.,952,Giuseppe Castiglione,IT,M,31-45 years,33,Orion Club Gold members,Gold medium activity,1,12FEB2018,12FEB2018,1,19.40,11.10,0
1236173245,240700200009,Sports,Team Sports,Baseball,Bat - Home Run M,15218,Miller Trading Inc,1025,Donna Fury,US,F,15-30 years,19,Orion Club Gold members,Gold high activity,1,21JUN2017,21JUN2017,2,56.00,33.30,0
1237101188,210200900033,Children,Children Sports,"Osprey, Kids",Osprey France Nylon Shorts,3664,Triple Sportswear Inc,1028,Ginetta Prampolini,IT,F,15-30 years,21,Orion Club Gold members,Gold low activity,1,21SEP2017,21SEP2017,2,28.40,15.50,0
1240973179,230100500056,Outdoors,Outdoors,Outdoor Gear,Knife,4718,KN Outdoor Trading Inc,1194,Teresa Lengyel,US,F,15-30 years,23,Orion Club members,Club high activity,1,23DEC2018,23DEC2018,1,8.00,4.50,0
1237132230,220200100241,Clothes & Shoes,Shoes,Eclipse Shoes,Woman's Hermosa Canvas,1303,Eclipse Inc,1219,Amedea Caifa,IT,F,31-45 years,38,Orion Club Gold members,Gold high activity,1,24SEP2017,24SEP2017,2,70.80,35.20,0
1238736623,240500200017,Sports,Running - Jogging,Running Clothes,Tri-Cotton,5922,Force Sports,1224,Hanna Jürgensen,DE,F,46-60 years,48,Orion Club Gold members,Gold high activity,1,19MAR2018,19MAR2018,1,64.50,33.70,0
1243981542,230100500096,Outdoors,Outdoors,Outdoor Gear,Rain Jacket,772,AllSeasons Outdoor Clothing,1245,Chhay Seymore,AU,F,15-30 years,21,Orion Club Gold members,Gold low activity,1,22NOV2019,22NOV2019,2,71.00,36.50,0
1234938699,220200100029,Clothes & Shoes,Shoes,Eclipse Shoes,Big Guy Men's Air Baltoro Shoes,1303,Eclipse Inc,1268,William Mccain,US,M,46-60 years,53,Orion Club Gold members,Gold medium activity,1,20FEB2017,20FEB2017,1,104.30,52.05,0
1235692341,240700100006,Sports,Team Sports,American Football,Football - Helmet L,3298,A Team Sports,1339,Jean-Paul de Liedekerke,BE,M,46-60 years,53,Orion Club members,Club high activity,1,05MAY2017,05MAY2017,2,47.00,28.00,0
1237888113,240100200008,Sports,Assorted Sports Articles,Darts,Bulls Eye 15 Gram 80% Tungsten Soft,4514,Royal Darts Ltd,1343,Donny Rigby-Hall,GB,M,46-60 years,48,Orion Club Gold members,Gold low activity,1,08DEC2017,08DEC2017,2,64.80,38.00,0
1239633673,240100300006,Sports,Assorted Sports Articles,Petanque - Boule,Petanque Balls Chromium 8-pack,4514,Royal Darts Ltd,1365,Huguette Van Den Eynden,BE,F,61-75 years,63,Orion Club members,Club high activity,1,09JUL2018,09JUL2018,2,106.00,59.10,0
1242939144,240500100026,Sports,Running - Jogging,Jogging,"Men's Sweat Pants without Rib, Small Logo",3298,A Team Sports,1371,Annett Pyta,DE,F,61-75 years,63,Orion Club Gold members,Gold medium activity,1,30JUL2019,30JUL2019,2,110.40,61.40,0
1241543454,230100100040,Outdoors,Outdoors,Anoraks & Parkas,"Dp Cliff Hanger Jacket,Nylon",4646,Mayday Inc,1380,Markus Schirmer,DE,M,15-30 years,23,Orion Club members,Club low activity,1,26FEB2019,26FEB2019,2,341.20,199.30,0
1240625686,220100200021,Clothes & Shoes,Clothes,Green Tomato,Green Lime T-Shirt,18139,Green Lime Sports Inc,1380,Markus Schirmer,DE,M,15-30 years,23,Orion Club members,Club low activity,1,10NOV2018,10NOV2018,1,32.80,19.65,0
1238943503,220100700010,Clothes & Shoes,Clothes,Orion,Men's Running Shoes Burn,16733,Fuller Trading Co.,1381,Davonna Londy,US,F,61-75 years,63,Orion Club members,Club high activity,1,13APR2018,13APR2018,1,59.30,31.00,0
1236074024,230100700011,Outdoors,Outdoors,Tents,Hurricane 4,109,Petterson AB,1384,Bryan Norko,US,M,31-45 years,38,Orion Club Gold members,Gold medium activity,1,11JUN2017,11JUN2017,2,550.20,323.30,0
1235965397,240500200120,Sports,Running - Jogging,Running Clothes,Stout Men's Running Singlet,5922,Force Sports,1398,Valarie Fluharty,US,F,46-60 years,48,Orion Club members,Club medium activity,1,31MAY2017,31MAY2017,1,22.30,11.75,0
1243160164,240100100453,Sports,Assorted Sports Articles,Assorted Sports articles,Soccer Fan Children's Football Player Shorts,6071,SportsFan Products Ltd,1413,Isabelle Grotto,IT,F,31-45 years,33,Orion Club members,Club high activity,1,23AUG2019,23AUG2019,2,66.00,32.80,0
1234836662,220100800019,Clothes & Shoes,Clothes,Orion Clothing,Brush Back Cap,16733,Fuller Trading Co.,1426,Clearissa Charnoplosky,US,F,15-30 years,28,Orion Club Gold members,Gold high activity,1,10FEB2017,10FEB2017,1,22.80,11.90,0
1232887701,240100100661,Sports,Assorted Sports Articles,Assorted Sports articles,O'my Men's Logo T-Shirt,4742,Luna sastreria S.A.,1428,Pia Boreham,GB,F,46-60 years,58,Orion Club Gold members,Gold high activity,1,13MAY2016,13MAY2016,3,69.60,39.75,0
1230991543,220101300012,Clothes & Shoes,Clothes,T-Shirts,Men's T-Shirt Small Logo,3298,A Team Sports,1457,Catrin Stieglbauer,DE,F,31-45 years,38,Orion Club members,Club high activity,1,01JUL2015,01JUL2015,2,36.80,20.20,0
1230521902,220200300014,Clothes & Shoes,Shoes,Tracker Shoes,Men's Running Shoes Ozweego,2963,3Top Sports,1457,Catrin Stieglbauer,DE,F,31-45 years,38,Orion Club members,Club high activity,1,06APR2015,06APR2015,1,84.20,45.85,0
1244209405,240200100229,Sports,Golf,Golf,Rubby Women's Golf Shoes w/Goretex,4168,Rubby Zapatos S.A.,1581,Godehard Hähnel,DE,M,31-45 years,33,Orion Club members,Club medium activity,1,17DEC2019,17DEC2019,2,321.60,164.60,0
1232727669,240100200008,Sports,Assorted Sports Articles,Darts,Bulls Eye 15 Gram 80% Tungsten Soft,4514,Royal Darts Ltd,1589,Carla Maria Frignati,IT,F,15-30 years,28,Orion Club Gold members,Gold low activity,1,19APR2016,19APR2016,1,30.90,18.10,0
1243463012,220101400338,Clothes & Shoes,Clothes,Tracker Clothes,Tennis Women's Tee,2963,3Top Sports,1607,Mae Sauder,US,F,61-75 years,63,Orion Club Gold members,Gold high activity,1,25SEP2019,25SEP2019,1,38.30,21.25,0
1232597502,230100100035,Outdoors,Outdoors,Anoraks & Parkas,Biker Pants,772,AllSeasons Outdoor Clothing,1609,Jasmine Möbius,DE,F,31-45 years,33,Orion Club members,Club low activity,1,31MAR2016,31MAR2016,1,70.80,41.00,0
1233445115,230100500082,Outdoors,Outdoors,Outdoor Gear,Lucky Tech Intergal Wp/B Rain Pants,772,AllSeasons Outdoor Clothing,1609,Jasmine Möbius,DE,F,31-45 years,33,Orion Club members,Club low activity,1,05AUG2016,05AUG2016,2,252.20,135.00,0
1232847453,240100200012,Sports,Assorted Sports Articles,Darts,Bulls Eye Stuart/Tungsten 24 Gram,4514,Royal Darts Ltd,1610,Gary Skinner,GB,M,46-60 years,53,Orion Club Gold members,Gold low activity,1,07MAY2016,07MAY2016,1,33.10,19.35,0
1231011510,210200700003,Children,Children Sports,"Olssons, Kids",Top with Short sleeve,798,Sportico,1629,Marni Subhan,GB,F,31-45 years,33,Orion Club Gold members,Gold low activity,1,04JUL2015,04JUL2015,2,42.40,25.80,0
1239000797,230100500074,Outdoors,Outdoors,Outdoor Gear,"Tent Milano Tent,4 Persons, about 4.8",316,Prime Sports Ltd,1688,Dellibabu Bunch,US,M,31-45 years,33,Orion Club Gold members,Gold high activity,1,20APR2018,20APR2018,3,408.00,254.10,0
1239601248,230100600015,Outdoors,Outdoors,Sleepingbags,"Expedition Zero,Medium,Left,Charcoal",755,Top Sports,1704,Bernd Meyer-Greve,DE,M,31-45 years,38,Orion Club members,Club low activity,1,05JUL2018,05JUL2018,4,312.80,156.00,0
1241689754,220100100623,Clothes & Shoes,Clothes,Eclipse Clothing,"Woman's Top w/Small, Embroidery",1303,Eclipse Inc,1704,Bernd Meyer-Greve,DE,M,31-45 years,38,Orion Club members,Club low activity,1,14MAR2019,14MAR2019,1,31.00,15.40,0
1238852231,240500200120,Sports,Running - Jogging,Running Clothes,Stout Men's Running Singlet,5922,Force Sports,1744,Seamus Manzali,IT,M,46-60 years,58,Orion Club members,Club low activity,1,02APR2018,12APR2018,3,67.50,35.55,10
1242534613,240500100064,Sports,Running - Jogging,Jogging,Ypsilon Pants Infiesto,14624,Ypsilon S.A.,1750,Frank Onken,DE,M,15-30 years,19,Orion Club Gold members,Gold high activity,1,15JUN2019,15JUN2019,2,122.80,69.50,0
1240447604,230100100058,Outdoors,Outdoors,Anoraks & Parkas,Tasmania Men's Shirt,50,Scandinavian Clothing A/S,1756,Susanne Kellermann,DE,F,46-60 years,,Orion Club members,Club low activity,1,19OCT2018,19OCT2018,3,144.90,83.40,0
1239631331,220100100010,Clothes & Shoes,Clothes,Eclipse Clothing,Graphic Bottle,1303,Eclipse Inc,1759,Todd Skowronski,US,M,46-60 years,58,Orion Club members,Club low activity,1,08JUL2018,08JUL2018,2,11.00,5.40,0
1244005009,240700400004,Sports,Team Sports,Soccer,Red Scarf,6071,SportsFan Products Ltd,1781,Raffaele Di Pumpo,IT,M,15-30 years,21,Orion Club members,Club low activity,1,24NOV2019,24NOV2019,1,13.20,7.25,0
1243396423,220101500006,Clothes & Shoes,Clothes,Twain,Twain Men's Evolution 6.0 T Ski Boots,13198,Twain Inc,1792,Gyorgy Tofanin,IT,M,15-30 years,21,Orion Club Gold members,Gold medium activity,1,18SEP2019,18SEP2019,1,245.40,122.60,0
1234972631,240500200092,Sports,Running - Jogging,Running Clothes,Maxrun Running T-Shirt,5922,Force Sports,1815,Norbert M. Breder,DE,M,46-60 years,58,Orion Club members,Club high activity,1,24FEB2017,24FEB2017,1,34.60,18.00,0
1232069014,240100100148,Sports,Assorted Sports Articles,Assorted Sports articles,Wood Box for 6 Balls,4514,Royal Darts Ltd,1845,Ellory Krieger,US,M,31-45 years,38,Orion Club Gold members,Gold low activity,1,09JAN2016,09JAN2016,1,25.80,14.85,0
1230371230,240400200093,Sports,Racket Sports,Racket Sports,Smasher Super Rq Ti 350 Tennis Racket,1280,British Sports Ltd,1863,Paul Lindemuth,US,M,61-75 years,63,Orion Club Gold members,Gold medium activity,1,09MAR2015,09MAR2015,1,155.80,90.85,0
1239226662,230100100053,Outdoors,Outdoors,Anoraks & Parkas,Monster Men's Pants with Zipper,50,Scandinavian Clothing A/S,1895,Camelia Ptakowski,US,M,15-30 years,19,Orion Club members,Club medium activity,1,18MAY2018,18MAY2018,1,46.30,25.40,0
1234469457,230100500085,Outdoors,Outdoors,Outdoor Gear,Mayday Active Work Parca,4646,Mayday Inc,1897,Roger G Wilson,GB,M,15-30 years,21,Orion Club members,Club low activity,1,05JAN2017,05JAN2017,1,242.20,142.40,0
1239446550,220101400392,Clothes & Shoes,Clothes,Tracker Clothes,N.d.gear Disruptor,14682,Greenline Sports Ltd,1951,Isabelle Mackibben,GB,F,61-75 years,63,Orion Club Gold members,Gold high activity,1,15JUN2018,15JUN2018,2,210.40,114.70,0
1230272568,240600100129,Sports,Swim Sports,Bathing Suits,Sunfit Mimoun Swim Suit,6153,Nautlius SportsWear Inc,1966,María Isabel Gómez,ES,F,46-60 years,48,Orion Club Gold members,Gold low activity,1,19FEB2015,19FEB2015,1,35.70,20.15,0
1233597678,230100500096,Outdoors,Outdoors,Outdoor Gear,Rain Jacket,772,AllSeasons Outdoor Clothing,1985,Janeta Howard,US,F,15-30 years,28,Orion Club Gold members,Gold high activity,1,27AUG2016,27AUG2016,2,71.00,36.50,0
1241979376,240100100159,Sports,Assorted Sports Articles,Assorted Sports articles,A-team Smoothsport Bra,3298,A Team Sports,2050,Reyes Laviña,ES,F,15-30 years,19,Orion Club members,Club medium activity,1,15APR2019,15APR2019,3,94.20,52.50,0
1236406328,220200300121,Clothes & Shoes,Shoes,Tracker Shoes,Starlite Shoes,2963,3Top Sports,2085,Roberto Robbi,IT,M,15-30 years,19,Orion Club Gold members,Gold medium activity,1,14JUL2017,14JUL2017,2,169.80,92.40,0
1231314986,240100400036,Sports,Assorted Sports Articles,Skates,N.d.gear  Roller Skates Ff70 76 millimetre/78,1684,Magnifico Sports,2089,Ellan Desai,US,F,15-30 years,23,Orion Club members,Club high activity,1,28AUG2015,28AUG2015,3,639.90,327.60,0
1235083905,220101400007,Clothes & Shoes,Clothes,Tracker Clothes,Elastic Knee Pant,2963,3Top Sports,2168,Leif Botz,DE,M,61-75 years,68,Orion Club Gold members,Gold medium activity,1,06MAR2017,06MAR2017,1,42.40,23.05,0
1232723827,240600100081,Sports,Swim Sports,Bathing Suits,Sharky Tennyson Swimming Trunks,16292,Dolphin Sportswear Inc,2172,Marcelle Choquet,AU,F,61-75 years,73,Orion Club Gold members,Gold low activity,1,19APR2016,19APR2016,1,24.90,17.40,0
1234574068,220200300052,Clothes & Shoes,Shoes,Tracker Shoes,Armadillo Women's Running Shoes,2963,3Top Sports,2198,Nadim Nottage,GB,M,15-30 years,28,Orion Club Gold members,Gold high activity,1,15JAN2017,15JAN2017,1,67.10,36.55,0
1239654387,240500200093,Sports,Running - Jogging,Running Clothes,Maxrun Running Tights,5922,Force Sports,2209,H.E. Van Hoorn,NL,M,31-45 years,43,Orion Club Gold members,Gold medium activity,1,11JUL2018,11JUL2018,2,51.98,12.48,0
1244140328,220200100053,Clothes & Shoes,Shoes,Eclipse Shoes,Big Guy Men's Air Mickey Shoes,1303,Eclipse Inc,2261,Steffan Mckenzie,GB,M,46-60 years,48,Orion Club Gold members,Gold low activity,1,09DEC2019,09DEC2019,2,374.60,187.10,0
1241969139,220100300029,Clothes & Shoes,Clothes,Knitwear,Mayday Classic Triangle Pullover,4646,Mayday Inc,2271,Walter Yarish,US,M,15-30 years,23,Orion Club members,Club high activity,1,13APR2019,13APR2019,1,189.70,108.80,0
1234500288,220200100150,Clothes & Shoes,Shoes,Eclipse Shoes,Big Guy  Men's Ultraccel R9 F.G Rbr Soccer Sh,1303,Eclipse Inc,2277,José Ignacio Gómez,ES,M,61-75 years,63,Orion Club Gold members,Gold low activity,1,08JAN2017,08JAN2017,2,89.80,44.70,0
1241434457,230100500075,Outdoors,Outdoors,Outdoor Gear,Ht Legacy Curig I.A.Parca,772,AllSeasons Outdoor Clothing,2298,Sebastian Suchardt,DE,M,31-45 years,33,Orion Club Gold members,Gold high activity,1,14FEB2019,14FEB2019,1,181.50,105.20,0
1238485351,220200200050,Clothes & Shoes,Shoes,Shoes,Soft Integral Men's Running Shoes,1747,Pro Sportswear Inc,2310,Aurelio Brumat,IT,M,15-30 years,21,Orion Club Gold members,Gold high activity,1,15FEB2018,15FEB2018,1,107.50,53.65,0
1236623532,220200300007,Clothes & Shoes,Shoes,Tracker Shoes,Low Women's Aerobic Shoes,2963,3Top Sports,2347,Ramona Hüsch,DE,F,31-45 years,38,Orion Club Gold members,Gold medium activity,1,05AUG2017,05AUG2017,2,124.40,67.80,0
1237159699,230100100054,Outdoors,Outdoors,Anoraks & Parkas,Px City Peak Parka,15218,Miller Trading Inc,2394,Gerry Willimowski,DE,M,31-45 years,38,Orion Club Gold members,Gold high activity,1,27SEP2017,27SEP2017,2,680.40,368.30,0
1244178373,220101400030,Clothes & Shoes,Clothes,Tracker Clothes,Socks Tube,4742,Luna sastreria S.A.,2411,Philip Munn,GB,M,46-60 years,53,Orion Club members,Club medium activity,1,13DEC2019,13DEC2019,4,43.60,26.00,0
1236392791,240600100113,Sports,Swim Sports,Bathing Suits,Sunfit Malarme Low Swim Suit,6153,Nautlius SportsWear Inc,2423,Norberto Figueras Carreras,ES,M,61-75 years,68,Orion Club Gold members,Gold high activity,1,13JUL2017,13JUL2017,3,160.20,92.10,0
1243977531,240800200034,Sports,Winter Sports,Winter Sports,"Regulator,Stopsign",16814,CrystalClear Optics Inc,2439,Alfrediano Ravarelli,IT,M,31-45 years,43,Orion Club Gold members,Gold high activity,1,21NOV2019,21NOV2019,1,78.50,42.80,0
1233057814,240300100040,Sports,Indoor Sports,Fitness,Weight 0.5 Kg,16542,TrimSport B.V.,2453,Alyscia Gill,US,F,15-30 years,23,Orion Club Gold members,Gold high activity,1,07JUN2016,07JUN2016,1,2.60,1.40,0
1243245491,240100100600,Sports,Assorted Sports Articles,Assorted Sports articles,Fred Check,4742,Luna sastreria S.A.,2468,Frank Saniter,DE,M,31-45 years,38,Orion Club members,Club high activity,1,02SEP2019,02SEP2019,2,39.00,22.30,0
1233113645,240300100048,Sports,Indoor Sports,Fitness,Wrist Weight 1.10 Kg,16542,TrimSport B.V.,2501,Petra Brockhaus,DE,F,31-45 years,33,Orion Club members,Club high activity,1,16JUN2016,16JUN2016,1,15.50,8.80,0
1236163523,220100800077,Clothes & Shoes,Clothes,Orion Clothing,Zx Core Twill Bermuda,16733,Fuller Trading Co.,2590,Shirlee Srba,US,F,31-45 years,38,Orion Club Gold members,Gold medium activity,1,20JUN2017,29JUN2017,2,89.80,47.00,9
